,,,,,,,,,,,,,,,,,,,,,,
,iPhone 14 Pro 1TB Unlocked,$340,$350,$335,$270,$195,$40,,$289,$298,$285,$230,$166,$34,,$246,$253,$242,$195,$141,$29,iPhone 14 Pro 1TB Unlocked
,iPhone 14 Pro 128GB Carrier Locked,$250,$240,$225,$175,$110,$40,,$213,$204,$191,$149,$94,$34,,$181,$173,$163,$126,$79,$29,iPhone 14 Pro 128GB Carrier Locked
,iPhone 14 Pro 256GB Carrier Locked,$270,$260,$235,$180,$115,$40,,$230,$221,$200,$153,$98,$34,,$195,$188,$170,$130,$83,$29,iPhone 14 Pro 256GB Carrier Locked
,iPhone 14 Pro 512GB Carrier Locked,$285,$275,$260,$200,$130,$40,,$242,$234,$221,$170,$111,$34,,$206,$199,$188,$145,$94,$29,iPhone 14 Pro 512GB Carrier Locked
,iPhone 14 Pro 1TB Carrier Locked,$300,$290,$280,$220,$150,$40,,$255,$247,$238,$187,$128,$34,,$217,$210,$202,$159,$108,$29,iPhone 14 Pro 1TB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $50 off / Cracked Lens = $40 off / Bad Face ID = Parts / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 14 Plus 128GB Unlocked,$270,$260,$245,$155,$100,$45,,$230,$221,$208,$132,$85,$38,,$195,$188,$177,$112,$72,$33,iPhone 14 Plus 128GB Unlocked
,iPhone 14 Plus 256GB Unlocked,$285,$275,$260,$175,$115,$45,,$242,$234,$221,$149,$98,$38,,$206,$199,$188,$126,$83,$33,iPhone 14 Plus 256GB Unlocked
,iPhone 14 Plus 512GB Unlocked,$300,$290,$275,$175,$115,$45,,$255,$247,$234,$149,$98,$38,,$217,$210,$199,$126,$83,$33,iPhone 14 Plus 512GB Unlocked
,iPhone 14 Plus 128GB Carrier Locked,$175,$165,$150,$105,$65,$45,,$149,$140,$128,$89,$55,$38,,$126,$119,$108,$76,$47,$33,iPhone 14 Plus 128GB Carrier Locked
,iPhone 14 Plus 256GB Carrier Locked,$180,$170,$150,$105,$75,$45,,$153,$145,$128,$89,$64,$38,,$130,$123,$108,$76,$54,$33,iPhone 14 Plus 256GB Carrier Locked
,iPhone 14 Plus 512GB Carrier Locked,$205,$195,$160,$115,$75,$45,,$174,$166,$136,$98,$64,$38,,$148,$141,$116,$83,$54,$33,iPhone 14 Plus 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $50 off / Cracked Lens = $40 off / Bad Face ID = Parts / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 14 128GB Unlocked,$225,$215,$200,$155,$115,$45,,$191,$183,$170,$132,$98,$38,,$163,$155,$145,$112,$83,$33,iPhone 14 128GB Unlocked
,iPhone 14 256GB Unlocked,$245,$235,$220,$175,$125,$45,,$208,$200,$187,$149,$106,$38,,$177,$170,$159,$126,$90,$33,iPhone 14 256GB Unlocked
,iPhone 14 512GB Unlocked,$260,$250,$235,$175,$125,$45,,$221,$213,$200,$149,$106,$38,,$188,$181,$170,$126,$90,$33,iPhone 14 512GB Unlocked
,iPhone 14 128GB Carrier Locked,$145,$135,$130,$95,$70,$30,,$123,$115,$111,$81,$60,$26,,$105,$98,$94,$69,$51,$22,iPhone 14 128GB Carrier Locked
,iPhone 14 256GB Carrier Locked,$155,$145,$130,$105,$80,$30,,$132,$123,$111,$89,$68,$26,,$112,$105,$94,$76,$58,$22,iPhone 14 256GB Carrier Locked
,iPhone 14 512GB Carrier Locked,$160,$150,$140,$110,$85,$30,,$136,$128,$119,$94,$72,$26,,$116,$108,$101,$79,$61,$22,iPhone 14 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $70 off / Cracked Lens = $50 off / Bad Face ID = ASK / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 13 Pro Max 128GB Unlocked,$315,$305,$285,$215,$175,$45,,$268,$259,$242,$183,$149,$38,,$254,$246,$230,$174,$141,$36,iPhone 13 Pro Max 128GB Unlocked
,iPhone 13 Pro Max 256GB Unlocked,$335,$325,$305,$235,$195,$45,,$285,$276,$259,$200,$166,$38,,$271,$262,$246,$190,$157,$36,iPhone 13 Pro Max 256GB Unlocked
,iPhone 13 Pro Max 512GB Unlocked,$355,$345,$325,$255,$205,$45,,$302,$293,$276,$217,$174,$38,,$287,$279,$262,$206,$166,$36,iPhone 13 Pro Max 512GB Unlocked
,iPhone 13 Pro Max 1TB Unlocked,$160,$365,$345,$300,$215,$45,,$136,$310,$293,$255,$183,$38,,$129,$295,$279,$242,$174,$36,iPhone 13 Pro Max 1TB Unlocked
,iPhone 13 Pro Max 128GB Carrier Locked,$250,$240,$230,$170,$110,$45,,$213,$204,$196,$145,$94,$38,,$202,$194,$186,$137,$89,$36,iPhone 13 Pro Max 128GB Carrier Locked
,iPhone 13 Pro Max 256GB Carrier Locked,$260,$250,$240,$185,$125,$45,,$221,$213,$204,$157,$106,$38,,$210,$202,$194,$149,$101,$36,iPhone 13 Pro Max 256GB Carrier Locked
,iPhone 13 Pro Max 512GB Carrier Locked,$270,$260,$250,$195,$145,$45,,$230,$221,$213,$166,$123,$38,,$218,$210,$202,$157,$117,$36,iPhone 13 Pro Max 512GB Carrier Locked
,iPhone 13 Pro Max 1TB Carrier Locked,$270,$260,$250,$195,$145,$45,,$230,$221,$213,$166,$123,$38,,$218,$210,$202,$157,$117,$36,iPhone 13 Pro Max 1TB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $60 off / Cracked Lens = $40 off / Bad Face ID = ASK / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 13 Pro 128GB Unlocked,$270,$260,$240,$180,$145,$45,,$230,$221,$204,$153,$123,$38,,$218,$210,$194,$145,$117,$36,iPhone 13 Pro 128GB Unlocked
,iPhone 13 Pro 256GB Unlocked,$290,$280,$260,$195,$160,$45,,$247,$238,$221,$166,$136,$38,,$234,$226,$210,$157,$129,$36,iPhone 13 Pro 256GB Unlocked
,iPhone 13 Pro 512GB Unlocked,$310,$300,$280,$215,$160,$45,,$264,$255,$238,$183,$136,$38,,$250,$242,$226,$174,$129,$36,iPhone 13 Pro 512GB Unlocked
,iPhone 13 Pro 1TB Unlocked,$320,$310,$290,$215,$160,$45,,$272,$264,$247,$183,$136,$38,,$258,$250,$234,$174,$129,$36,iPhone 13 Pro 1TB Unlocked
,iPhone 13 Pro 128GB Carrier Locked,$190,$180,$170,$140,$85,$45,,$162,$153,$145,$119,$72,$38,,$153,$145,$137,$113,$69,$36,iPhone 13 Pro 128GB Carrier Locked
,iPhone 13 Pro 256GB Carrier Locked,$205,$195,$180,$155,$100,$45,,$174,$166,$153,$132,$85,$38,,$166,$157,$145,$125,$81,$36,iPhone 13 Pro 256GB Carrier Locked
,iPhone 13 Pro 512GB Carrier Locked,$215,$205,$190,$165,$110,$45,,$183,$174,$162,$140,$94,$38,,$174,$166,$153,$133,$89,$36,iPhone 13 Pro 512GB Carrier Locked
,iPhone 13 Pro 1TB Carrier Locked,$220,$210,$200,$165,$110,$45,,$187,$179,$170,$140,$94,$38,,$178,$170,$162,$133,$89,$36,iPhone 13 Pro 1TB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $50 off / Cracked Lens = $40 off / Bad Face ID = ASK / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 13 128GB Unlocked,$210,$200,$185,$140,$95,$20,,$179,$170,$157,$119,$81,$17,,$170,$162,$149,$113,$77,$16,iPhone 13 128GB Unlocked
,iPhone 13 256GB Unlocked,$230,$220,$205,$150,$110,$20,,$196,$187,$174,$128,$94,$17,,$186,$178,$166,$121,$89,$16,iPhone 13 256GB Unlocked
,iPhone 13 512GB Unlocked,$240,$230,$215,$155,$110,$20,,$204,$196,$183,$132,$94,$17,,$194,$186,$174,$125,$89,$16,iPhone 13 512GB Unlocked
,iPhone 13 128GB Carrier Locked,$150,$140,$125,$75,$65,$20,,$128,$119,$106,$64,$55,$17,,$121,$113,$101,$61,$52,$16,iPhone 13 128GB Carrier Locked
,iPhone 13 256GB Carrier Locked,$160,$150,$135,$85,$70,$20,,$136,$128,$115,$72,$60,$17,,$129,$121,$109,$69,$57,$16,iPhone 13 256GB Carrier Locked
,iPhone 13 512GB Carrier Locked,$170,$160,$145,$95,$80,$20,,$145,$136,$123,$81,$68,$17,,$137,$129,$117,$77,$65,$16,iPhone 13 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $40 off / Cracked Lens = $40 off / Bad Face ID = ASK / Bad Back Camera = ASK - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 13 Mini 128GB Unlocked,$160,$150,$135,$90,$50,$17,,$136,$128,$115,$77,$43,$14,,$129,$121,$109,$73,$40,$14,iPhone 13 Mini 128GB Unlocked
,iPhone 13 Mini 256GB Unlocked,$175,$165,$150,$100,$65,$17,,$149,$140,$128,$85,$55,$14,,$141,$133,$121,$81,$52,$14,iPhone 13 Mini 256GB Unlocked
,iPhone 13 Mini 512GB Unlocked,$185,$175,$160,$100,$65,$17,,$157,$149,$136,$85,$55,$14,,$149,$141,$129,$81,$52,$14,iPhone 13 Mini 512GB Unlocked
,iPhone 13 Mini 128GB Carrier Locked,$95,$90,$85,$40,$30,$17,,$81,$77,$72,$34,$26,$14,,$77,$73,$69,$32,$24,$14,iPhone 13 Mini 128GB Carrier Locked
,iPhone 13 Mini 256GB Carrier Locked,$110,$105,$100,$50,$40,$17,,$94,$89,$85,$43,$34,$14,,$89,$85,$81,$40,$32,$14,iPhone 13 Mini 256GB Carrier Locked
,iPhone 13 Mini 512GB Carrier Locked,$110,$105,$100,$55,$45,$17,,$94,$89,$85,$47,$38,$14,,$89,$85,$81,$44,$36,$14,iPhone 13 Mini 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $30 off / Cracked Lens = $20 off / Bad Face ID = ASK / Bad Back Camera = $25 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone SE (3rd Gen) 64GB Unlocked,$80,$75,$65,$25,$15,$3,,$68,$64,$55,$21,$13,$3,,$65,$61,$52,$20,$12,$2,iPhone SE (3rd Gen) 64GB Unlocked
,iPhone SE (3rd Gen) 128GB Unlocked,$90,$85,$75,$35,$25,$3,,$77,$72,$64,$30,$21,$3,,$73,$69,$61,$28,$20,$2,iPhone SE (3rd Gen) 128GB Unlocked
,iPhone SE (3rd Gen) 256GB Unlocked,$95,$90,$80,$45,$35,$3,,$81,$77,$68,$38,$30,$3,,$77,$73,$65,$36,$28,$2,iPhone SE (3rd Gen) 256GB Unlocked
,iPhone SE (3rd Gen) 64GB Carrier Locked,$40,$35,$30,$20,$10,$3,,$34,$30,$26,$17,$9,$3,,$32,$28,$24,$16,$8,$2,iPhone SE (3rd Gen) 64GB Carrier Locked
,iPhone SE (3rd Gen) 128GB Carrier Locked,$45,$40,$35,$25,$15,$3,,$38,$34,$30,$21,$13,$3,,$36,$32,$28,$20,$12,$2,iPhone SE (3rd Gen) 128GB Carrier Locked
,iPhone SE (3rd Gen) 256GB Carrier Locked,$50,$45,$40,$30,$20,$3,,$43,$38,$34,$26,$17,$3,,$40,$36,$32,$24,$16,$2,iPhone SE (3rd Gen) 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $60 off / Cracked Lens = $40 off / Bad Face ID = ASK / Bad Back Camera = $80 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 12 Pro Max 128GB Unlocked,$245,$235,$220,$135,$90,$38,,$208,$200,$187,$115,$77,$32,,$198,$190,$178,$109,$73,$31,iPhone 12 Pro Max 128GB Unlocked
,iPhone 12 Pro Max 256GB Unlocked,$265,$255,$240,$150,$105,$38,,$225,$217,$204,$128,$89,$32,,$214,$206,$194,$121,$85,$31,iPhone 12 Pro Max 256GB Unlocked
,iPhone 12 Pro Max 512GB Unlocked,$280,$270,$255,$150,$105,$38,,$238,$230,$217,$128,$89,$32,,$226,$218,$206,$121,$85,$31,iPhone 12 Pro Max 512GB Unlocked
,iPhone 12 Pro Max 128GB Carrier Locked,$145,$135,$120,$100,$65,$38,,$123,$115,$102,$85,$55,$32,,$117,$109,$97,$81,$52,$31,iPhone 12 Pro Max 128GB Carrier Locked
,iPhone 12 Pro Max 256GB Carrier Locked,$155,$145,$125,$110,$80,$38,,$132,$123,$106,$94,$68,$32,,$125,$117,$101,$89,$65,$31,iPhone 12 Pro Max 256GB Carrier Locked
,iPhone 12 Pro Max 512GB Carrier Locked,$160,$150,$140,$105,$75,$38,,$136,$128,$119,$89,$64,$32,,$129,$121,$113,$85,$61,$31,iPhone 12 Pro Max 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $50 off / Cracked Lens = $40 off / Bad Face ID = ASK / Bad Back Camera = $80 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 12 Pro 128GB Unlocked,$195,$185,$170,$90,$70,$17,,$166,$157,$145,$77,$60,$14,,$141,$134,$123,$65,$51,$12,iPhone 12 Pro 128GB Unlocked
,iPhone 12 Pro 256GB Unlocked,$210,$200,$185,$100,$90,$17,,$179,$170,$157,$85,$77,$14,,$152,$145,$134,$72,$65,$12,iPhone 12 Pro 256GB Unlocked
,iPhone 12 Pro 512GB Unlocked,$225,$215,$200,$100,$90,$17,,$191,$183,$170,$85,$77,$14,,$163,$155,$145,$72,$65,$12,iPhone 12 Pro 512GB Unlocked
,iPhone 12 Pro 128GB Carrier Locked,$125,$115,$100,$75,$55,$17,,$106,$98,$85,$64,$47,$14,,$90,$83,$72,$54,$40,$12,iPhone 12 Pro 128GB Carrier Locked
,iPhone 12 Pro 256GB Carrier Locked,$135,$125,$110,$85,$60,$17,,$115,$106,$94,$72,$51,$14,,$98,$90,$79,$61,$43,$12,iPhone 12 Pro 256GB Carrier Locked
,iPhone 12 Pro 512GB Carrier Locked,$140,$130,$115,$85,$55,$17,,$119,$111,$98,$72,$47,$14,,$101,$94,$83,$61,$40,$12,iPhone 12 Pro 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $40 off / Cracked Lens = $30 off / Bad Face ID = ASK / Bad Back Camera = $50 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 12 64GB Unlocked,$140,$130,$120,$45,$30,$14,,$119,$111,$102,$38,$26,$12,,$113,$105,$97,$36,$24,$11,iPhone 12 64GB Unlocked
,iPhone 12 128GB Unlocked,$155,$145,$135,$50,$40,$14,,$132,$123,$115,$43,$34,$12,,$125,$117,$109,$40,$32,$11,iPhone 12 128GB Unlocked
,iPhone 12 256GB Unlocked,$165,$155,$145,$70,$50,$14,,$140,$132,$123,$60,$43,$12,,$133,$125,$117,$57,$40,$11,iPhone 12 256GB Unlocked
,iPhone 12 64GB Carrier Locked,$90,$80,$75,$45,$30,$14,,$77,$68,$64,$38,$26,$12,,$73,$65,$61,$36,$24,$11,iPhone 12 64GB Carrier Locked
,iPhone 12 128GB Carrier Locked,$100,$90,$85,$55,$40,$14,,$85,$77,$72,$47,$34,$12,,$81,$73,$69,$44,$32,$11,iPhone 12 128GB Carrier Locked
,iPhone 12 256GB Carrier Locked,$110,$100,$95,$60,$40,$14,,$94,$85,$81,$51,$34,$12,,$89,$81,$77,$48,$32,$11,iPhone 12 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $40 off / Cracked Lens = $30 off / Bad Face ID = ASK / Bad Back Camera = $50 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 12 Mini 64GB Unlocked,$120,$110,$100,$30,$20,$9,,$102,$94,$85,$26,$17,$8,,$97,$89,$81,$24,$16,$7,iPhone 12 Mini 64GB Unlocked
,iPhone 12 Mini 128GB Unlocked,$135,$125,$115,$40,$30,$9,,$115,$106,$98,$34,$26,$8,,$109,$101,$93,$32,$24,$7,iPhone 12 Mini 128GB Unlocked
,iPhone 12 Mini 256GB Unlocked,$145,$135,$125,$40,$30,$9,,$123,$115,$106,$34,$26,$8,,$117,$109,$101,$32,$24,$7,iPhone 12 Mini 256GB Unlocked
,iPhone 12 Mini 64GB Carrier Locked,$70,$60,$60,$35,$20,$9,,$60,$51,$51,$30,$17,$8,,$57,$48,$48,$28,$16,$7,iPhone 12 Mini 64GB Carrier Locked
,iPhone 12 Mini 128GB Carrier Locked,$80,$70,$70,$45,$30,$9,,$68,$60,$60,$38,$26,$8,,$65,$57,$57,$36,$24,$7,iPhone 12 Mini 128GB Carrier Locked
,iPhone 12 Mini 256GB Carrier Locked,$90,$80,$80,$45,$35,$9,,$77,$68,$68,$38,$30,$8,,$73,$65,$65,$36,$28,$7,iPhone 12 Mini 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $40 off / Cracked Lens = $30 off / Bad Face ID = ASK / Bad Back Camera = $40 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 11 Pro Max 64GB Unlocked,$175,$170,$155,$90,$55,$14,,$149,$145,$132,$77,$47,$12,,$141,$137,$125,$73,$44,$11,iPhone 11 Pro Max 64GB Unlocked
,iPhone 11 Pro Max 256GB Unlocked,$190,$185,$170,$110,$60,$14,,$162,$157,$145,$94,$51,$12,,$153,$149,$137,$89,$48,$11,iPhone 11 Pro Max 256GB Unlocked
,iPhone 11 Pro Max 512GB Unlocked,$205,$200,$185,$130,$65,$14,,$174,$170,$157,$111,$55,$12,,$166,$162,$149,$105,$52,$11,iPhone 11 Pro Max 512GB Unlocked
,iPhone 11 Pro Max 64GB Carrier Locked,$95,$90,$90,$30,$10,$14,,$81,$77,$77,$26,$9,$12,,$77,$73,$73,$24,$8,$11,iPhone 11 Pro Max 64GB Carrier Locked
,iPhone 11 Pro Max 256GB Carrier Locked,$105,$100,$100,$40,$15,$14,,$89,$85,$85,$34,$13,$12,,$85,$81,$81,$32,$12,$11,iPhone 11 Pro Max 256GB Carrier Locked
,iPhone 11 Pro Max 512GB Carrier Locked,$115,$110,$110,$50,$20,$14,,$98,$94,$94,$43,$17,$12,,$93,$89,$89,$40,$16,$11,iPhone 11 Pro Max 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $40 off / Cracked Lens = $30 off / Bad Face ID = ASK / Bad Back Camera = $40 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 11 Pro 64GB Unlocked,$145,$140,$125,$65,$5,$14,,$123,$119,$106,$55,$4,$12,,$117,$113,$101,$52,$4,$11,iPhone 11 Pro 64GB Unlocked
,iPhone 11 Pro 256GB Unlocked,$160,$155,$140,$85,$25,$14,,$136,$132,$119,$72,$21,$12,,$129,$125,$113,$69,$20,$11,iPhone 11 Pro 256GB Unlocked
,iPhone 11 Pro 512GB Unlocked,$170,$165,$150,$105,$45,$14,,$145,$140,$128,$89,$38,$12,,$137,$133,$121,$85,$36,$11,iPhone 11 Pro 512GB Unlocked
,iPhone 11 Pro 64GB Carrier Locked,$75,$70,$70,$30,$10,$14,,$64,$60,$60,$26,$9,$12,,$61,$57,$57,$24,$8,$11,iPhone 11 Pro 64GB Carrier Locked
,iPhone 11 Pro 256GB Carrier Locked,$85,$80,$80,$40,$20,$14,,$72,$68,$68,$34,$17,$12,,$69,$65,$65,$32,$16,$11,iPhone 11 Pro 256GB Carrier Locked
,iPhone 11 Pro 512GB Carrier Locked,$95,$90,$90,$50,$30,$14,,$81,$77,$77,$43,$26,$12,,$77,$73,$73,$40,$24,$11,iPhone 11 Pro 512GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $30 off / Cracked Lens = $20 off / Bad Face ID = ASK / Bad Back Camera = $40 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA,Model
,iPhone 11 64GB Unlocked,$125,$115,$105,$45,$15,$17,,$106,$98,$89,$38,$13,$14,,$90,$83,$76,$33,$11,$12,iPhone 11 64GB Unlocked
,iPhone 11 128GB Unlocked,$140,$130,$120,$60,$30,$17,,$119,$111,$102,$51,$26,$14,,$101,$94,$87,$43,$22,$12,iPhone 11 128GB Unlocked
,iPhone 11 256GB Unlocked,$150,$140,$130,$70,$40,$17,,$128,$119,$111,$60,$34,$14,,$108,$101,$94,$51,$29,$12,iPhone 11 256GB Unlocked
,iPhone 11 64GB Carrier Locked,$80,$75,$75,$35,$15,$17,,$68,$64,$64,$30,$13,$14,,$58,$54,$54,$25,$11,$12,iPhone 11 64GB Carrier Locked
,iPhone 11 128GB Carrier Locked,$85,$80,$80,$40,$20,$17,,$72,$68,$68,$34,$17,$14,,$61,$58,$58,$29,$14,$12,iPhone 11 128GB Carrier Locked
,iPhone 11 256GB Carrier Locked,$90,$85,$85,$45,$25,$17,,$77,$72,$72,$38,$21,$14,,$65,$61,$61,$33,$18,$12,iPhone 11 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
,Cracked Back = $20 off / Cracked Lens = $10 off / Bad Face ID = Grade D / Bad Back Camera = $30 off - - - HEAVY SCRATCHING / DEGRADED BATTERY % / Repair Message(s) = EXTRA DEDUCTION,,,,,,,,,,,,,,,,,,,,,
,Model,NEW,Grade A,Grade B,Grade C,Grade D,DOA,,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),,NEW,Grade A,Grade B,Grade C,Grade D,DOA (No iC),Model
,SE (2020) 64GB Unlocked,$65,$60,$55,$25,$20,$3,,$55,$51,$47,$21,$17,$3,,$47,$43,$40,$18,$14,$2,SE (2020) 64GB Unlocked
,SE (2020) 128GB Unlocked,$70,$65,$60,$25,$25,$3,,$60,$55,$51,$21,$21,$3,,$51,$47,$43,$18,$18,$2,SE (2020) 128GB Unlocked
,SE (2020) 256GB Unlocked,$75,$70,$65,$30,$25,$3,,$64,$60,$55,$26,$21,$3,,$54,$51,$47,$22,$18,$2,SE (2020) 256GB Unlocked
,SE (2020) 64GB Carrier Locked,$40,$35,$35,$10,$0,$3,,$34,$30,$30,$9,$0,$3,,$29,$25,$25,$7,$0,$2,SE (2020) 64GB Carrier Locked
,SE (2020) 128GB Carrier Locked,$45,$40,$40,$15,$5,$3,,$38,$34,$34,$13,$4,$3,,$33,$29,$29,$11,$4,$2,SE (2020) 128GB Carrier Locked
,SE (2020) 256GB Carrier Locked,$50,$45,$45,$20,$10,$3,,$43,$38,$38,$17,$9,$3,,$36,$33,$33,$14,$7,$2,SE (2020) 256GB Carrier Locked
,Degraded Battery (<80%) = EXTRA DEDUCTION / Repair Message(s) = ASK,,,,,,,,,,,,,,,,,,,,,
